household_id,gender_household_head,age_household_head,caste_household,education_level_household_head,income_level_household,size_household,is_bank_account_present_in_household
19296502,Male,44.0,Gharti/Bhujel,Class 4,Rs. 10 thousand,6.0,0.0
19296503,Male,29.0,Gharti/Bhujel,Class 8,Rs. 10 thousand,2.0,1.0
19296601,Female,50.0,Brahman-Hill,Illiterate,Rs. 10-20 thousand,8.0,1.0
19296701,Male,82.0,Gurung,Illiterate,Rs. 10-20 thousand,5.0,0.0
19296801,Male,52.0,Brahman-Hill,Bachelors or equivalent,Rs. 10-20 thousand,7.0,1.0
19296901,Male,43.0,Brahman-Hill,Intermediate or equivalent,Rs. 10 thousand,3.0,0.0
19297001,Female,31.0,Gharti/Bhujel,Non-formal education,Rs. 10 thousand,3.0,0.0
19297101,Male,61.0,Gharti/Bhujel,Class 2,Rs. 10-20 thousand,8.0,0.0
19297201,Female,33.0,Brahman-Hill,Bachelors or equivalent,Rs. 20-30 thousand,4.0,1.0
19297301,Female,28.0,Brahman-Hill,Bachelors or equivalent,Rs. 10-20 thousand,3.0,1.0
19297401,Male,41.0,Brahman-Hill,Class 3,Rs. 10 thousand,3.0,1.0
19297501,Male,71.0,Brahman-Hill,Non-formal education,Rs. 30-50 thousand,7.0,1.0
19297601,Male,62.0,Brahman-Hill,Class 6,Rs. 10 thousand,4.0,1.0
19297602,Female,24.0,Brahman-Hill,Bachelors or equivalent,Rs. 10 thousand,2.0,1.0
19297603,Female,36.0,Brahman-Hill,Intermediate or equivalent,Rs. 20-30 thousand,4.0,1.0
19297701,Female,52.0,Brahman-Hill,Class 8,Rs. 30-50 thousand,4.0,0.0
19297801,Male,49.0,Brahman-Hill,Intermediate or equivalent,Rs. 20-30 thousand,4.0,1.0
19297802,Female,81.0,Brahman-Hill,Illiterate,Rs. 10 thousand,1.0,0.0
19297901,Male,75.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,2.0,0.0
19298001,Male,47.0,Brahman-Hill,Intermediate or equivalent,Rs. 10-20 thousand,5.0,1.0
19298101,Male,50.0,Brahman-Hill,SLC or equivalent,Rs. 20-30 thousand,6.0,1.0
19298201,Female,29.0,Brahman-Hill,Class 4,Rs. 10-20 thousand,3.0,1.0
19298301,Male,44.0,Brahman-Hill,Class 10,Rs. 10-20 thousand,4.0,1.0
19298401,Male,52.0,Brahman-Hill,Class 10,Rs. 20-30 thousand,5.0,1.0
19298501,Male,44.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,5.0,1.0
19298502,Female,53.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,2.0,0.0
19298601,Male,27.0,Brahman-Hill,Masters or equivalent,Rs. 10-20 thousand,5.0,1.0
19298701,Male,62.0,Brahman-Hill,Class 8,Rs. 10 thousand,5.0,1.0
19298801,Male,35.0,Brahman-Hill,Intermediate or equivalent,Rs. 10 thousand,7.0,1.0
19298901,Male,62.0,Brahman-Hill,Class 10,Rs. 10-20 thousand,9.0,0.0
19299001,Male,71.0,Brahman-Hill,Non-formal education,Rs. 20-30 thousand,7.0,1.0
19299101,Male,47.0,Brahman-Hill,Bachelors or equivalent,Rs. 10-20 thousand,4.0,1.0
19299201,Male,56.0,Brahman-Hill,SLC or equivalent,Rs. 20-30 thousand,9.0,1.0
19299301,Male,53.0,Brahman-Hill,SLC or equivalent,Rs. 20-30 thousand,9.0,1.0
19299401,Male,57.0,Brahman-Hill,SLC or equivalent,Rs. 20-30 thousand,6.0,1.0
19301601,Male,47.0,Kami,Class 6,Rs. 10 thousand,4.0,0.0
19299501,Male,40.0,Brahman-Hill,Class 10,Rs. 10-20 thousand,10.0,1.0
19299601,Male,72.0,Brahman-Hill,Illiterate,Rs. 30-50 thousand,11.0,1.0
19299701,Male,25.0,Brahman-Hill,SLC or equivalent,Rs. 10 thousand,5.0,0.0
19299801,Male,65.0,Brahman-Hill,Non-formal education,Rs. 20-30 thousand,8.0,0.0
19299901,Male,29.0,Brahman-Hill,Class 7,Rs. 10-20 thousand,8.0,1.0
19300001,Male,52.0,Brahman-Hill,Class 10,Rs. 20-30 thousand,9.0,1.0
19300101,Male,51.0,Brahman-Hill,Class 9,Rs. 10-20 thousand,10.0,1.0
19300201,Female,73.0,Brahman-Hill,Non-formal education,Rs. 20-30 thousand,8.0,0.0
19300301,Male,51.0,Brahman-Hill,Class 5,Rs. 10-20 thousand,6.0,1.0
19300401,Female,34.0,Kami,Non-formal education,Rs. 10 thousand,4.0,1.0
19300501,Female,25.0,Kami,Intermediate or equivalent,Rs. 10-20 thousand,6.0,1.0
19300601,Female,47.0,Brahman-Hill,SLC or equivalent,Rs. 20-30 thousand,5.0,1.0
19300701,Male,51.0,Brahman-Hill,Masters or equivalent,Rs. 20-30 thousand,6.0,1.0
19300702,Male,43.0,Brahman-Hill,Masters or equivalent,Rs. 30-50 thousand,6.0,1.0
19300801,Male,40.0,Brahman-Hill,Bachelors or equivalent,Rs. 20-30 thousand,5.0,1.0
19300802,Male,36.0,Brahman-Hill,Bachelors or equivalent,Rs. 20-30 thousand,5.0,1.0
19300901,Male,65.0,Damai/Dholi,Illiterate,Rs. 10 thousand,3.0,0.0
19301001,Male,61.0,Damai/Dholi,Illiterate,Rs. 10 thousand,5.0,0.0
19301101,Female,41.0,Damai/Dholi,Illiterate,Rs. 10-20 thousand,6.0,0.0
19301201,Male,57.0,Kami,Illiterate,Rs. 10 thousand,6.0,1.0
19301301,Male,44.0,Damai/Dholi,Non-formal education,Rs. 10 thousand,8.0,0.0
19301401,Male,62.0,Kami,Illiterate,Rs. 10 thousand,7.0,0.0
19301402,Female,39.0,Kami,Non-formal education,Rs. 10 thousand,3.0,0.0
19301501,Female,40.0,Kami,Non-formal education,Rs. 10 thousand,5.0,0.0
19301701,Female,30.0,Kami,Class 10,Rs. 10-20 thousand,3.0,0.0
19301801,Male,63.0,Brahman-Hill,Non-formal education,Rs. 50 thousand or more,18.0,0.0
19301901,Male,73.0,Brahman-Hill,Non-formal education,Rs. 20-30 thousand,9.0,0.0
19302001,Male,50.0,Brahman-Hill,Class 4,Rs. 10 thousand,6.0,1.0
19302101,Male,71.0,Brahman-Hill,Illiterate,Rs. 20-30 thousand,9.0,0.0
19302201,Male,64.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,3.0,1.0
19302301,Male,58.0,Brahman-Hill,Other,Rs. 10-20 thousand,5.0,1.0
19302401,Male,64.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,3.0,0.0
19302501,Male,37.0,Brahman-Hill,Class 3,Rs. 10-20 thousand,16.0,1.0
19302601,Female,38.0,Brahman-Hill,Intermediate or equivalent,Rs. 10-20 thousand,5.0,1.0
19302701,Male,54.0,Brahman-Hill,SLC or equivalent,Rs. 30-50 thousand,8.0,1.0
19302801,Male,37.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,5.0,0.0
19302901,Male,72.0,Brahman-Hill,Illiterate,Rs. 30-50 thousand,17.0,0.0
19303001,Male,73.0,Brahman-Hill,Illiterate,Rs. 10-20 thousand,11.0,0.0
19303101,Male,68.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,4.0,1.0
19303201,Female,73.0,Brahman-Hill,Illiterate,Rs. 10 thousand,5.0,0.0
19303301,Male,43.0,Brahman-Hill,Class 10,Rs. 10-20 thousand,6.0,1.0
19303401,Male,72.0,Brahman-Hill,Other,Rs. 20-30 thousand,9.0,1.0
19303501,Male,62.0,Damai/Dholi,Non-formal education,Rs. 10 thousand,7.0,1.0
19303601,Male,48.0,Brahman-Hill,Intermediate or equivalent,Rs. 10-20 thousand,5.0,1.0
19303701,Male,40.0,Brahman-Hill,Bachelors or equivalent,Rs. 20-30 thousand,4.0,1.0
19303801,Male,31.0,Brahman-Hill,Masters or equivalent,Rs. 20-30 thousand,4.0,1.0
19303901,Male,63.0,Brahman-Hill,Masters or equivalent,Rs. 20-30 thousand,5.0,1.0
19303902,Male,40.0,Brahman-Hill,Bachelors or equivalent,Rs. 20-30 thousand,5.0,1.0
19304001,Male,53.0,Brahman-Hill,Intermediate or equivalent,Rs. 20-30 thousand,6.0,1.0
19304101,Male,38.0,Sherpa,SLC or equivalent,Rs. 10-20 thousand,5.0,0.0
19304201,Male,32.0,Brahman-Hill,Class 7,Rs. 10 thousand,4.0,0.0
19304301,Male,63.0,Brahman-Hill,Illiterate,Rs. 10-20 thousand,7.0,0.0
19304401,Female,30.0,Chhetree,Class 9,Rs. 20-30 thousand,4.0,1.0
19304501,Female,35.0,Chhetree,SLC or equivalent,Rs. 10-20 thousand,4.0,1.0
19304601,Male,34.0,Chhetree,Intermediate or equivalent,Rs. 10-20 thousand,4.0,1.0
19304701,Male,49.0,Brahman-Hill,Class 7,Rs. 10 thousand,4.0,1.0
19304801,Male,28.0,Brahman-Hill,Masters or equivalent,Rs. 10 thousand,5.0,1.0
19304901,Male,41.0,Brahman-Hill,Class 3,Rs. 10 thousand,5.0,1.0
19305001,Male,47.0,Brahman-Hill,SLC or equivalent,Rs. 20-30 thousand,4.0,1.0
19305101,Male,72.0,Brahman-Hill,Class 4,Rs. 10 thousand,2.0,0.0
19305201,Male,54.0,Kami,Class 1,Rs. 20-30 thousand,7.0,1.0
19305301,Female,53.0,Kami,Non-formal education,Rs. 10-20 thousand,5.0,0.0
19305401,Female,34.0,Kami,Class 4,Rs. 20-30 thousand,9.0,1.0
19305501,Male,53.0,Kami,Class 5,Rs. 20-30 thousand,5.0,1.0
19305601,Male,67.0,Kami,Class 3,Rs. 20-30 thousand,5.0,0.0
19305701,Female,53.0,Kami,Non-formal education,Rs. 50 thousand or more,11.0,1.0
19305801,Female,46.0,Kami,Non-formal education,Rs. 20-30 thousand,4.0,1.0
19305901,Male,57.0,Kami,Non-formal education,Rs. 10-20 thousand,5.0,1.0
19306001,Female,44.0,Kami,Class 10,Rs. 10-20 thousand,3.0,1.0
19306101,Female,44.0,Kami,Class 7,Rs. 10-20 thousand,5.0,1.0
19306102,Female,62.0,Kami,Non-formal education,Rs. 10 thousand,2.0,0.0
19306201,Female,42.0,Kami,Non-formal education,Rs. 10 thousand,2.0,0.0
19306301,Male,57.0,Brahman-Hill,Bachelors or equivalent,Rs. 30-50 thousand,10.0,1.0
19306401,Male,50.0,Kami,SLC or equivalent,Rs. 20-30 thousand,9.0,1.0
19306501,Male,64.0,Brahman-Hill,Class 8,Rs. 10-20 thousand,9.0,1.0
19306601,Male,41.0,Brahman-Hill,Bachelors or equivalent,Rs. 10-20 thousand,8.0,1.0
19306701,Male,48.0,Brahman-Hill,SLC or equivalent,Rs. 20-30 thousand,5.0,1.0
19306801,Male,49.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,5.0,1.0
19306901,Male,76.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,7.0,0.0
19307001,Male,34.0,Brahman-Hill,Class 10,Rs. 10-20 thousand,6.0,1.0
19307101,Female,67.0,Brahman-Hill,Illiterate,Rs. 10-20 thousand,4.0,0.0
19307201,Female,53.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,2.0,1.0
19307301,Male,40.0,Brahman-Hill,Intermediate or equivalent,Rs. 20-30 thousand,6.0,1.0
19307401,Male,45.0,Brahman-Hill,Intermediate or equivalent,Rs. 20-30 thousand,10.0,1.0
19307501,Male,61.0,Brahman-Hill,Intermediate or equivalent,Rs. 10-20 thousand,3.0,1.0
19307601,Male,63.0,Brahman-Hill,Intermediate or equivalent,Rs. 30-50 thousand,6.0,1.0
19307701,Male,69.0,Brahman-Hill,SLC or equivalent,Rs. 30-50 thousand,10.0,0.0
19307801,Male,56.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,3.0,1.0
19307901,Male,54.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,6.0,0.0
19308001,Male,35.0,Brahman-Hill,Class 10,Rs. 10-20 thousand,7.0,0.0
19308101,Male,41.0,Brahman-Hill,Intermediate or equivalent,Rs. 10-20 thousand,5.0,0.0
19308201,Female,49.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,5.0,0.0
19308301,Male,56.0,Brahman-Hill,Class 8,Rs. 10-20 thousand,7.0,1.0
19308401,Male,45.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,4.0,1.0
19308501,Male,48.0,Brahman-Hill,Class 7,Rs. 10-20 thousand,4.0,0.0
19308601,Male,47.0,Brahman-Hill,Class 9,Rs. 10-20 thousand,4.0,0.0
19308701,Female,32.0,Brahman-Hill,Class 10,Rs. 10-20 thousand,3.0,1.0
19308702,Female,66.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,1.0,0.0
19308801,Male,52.0,Brahman-Hill,Class 10,Rs. 10 thousand,6.0,0.0
19308901,Male,55.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,4.0,1.0
19309001,Male,44.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,5.0,1.0
19309101,Male,44.0,Brahman-Hill,SLC or equivalent,Rs. 10 thousand,5.0,1.0
19309201,Male,46.0,Brahman-Hill,Class 10,Rs. 10-20 thousand,5.0,1.0
19309301,Female,48.0,Damai/Dholi,Class 8,Rs. 10 thousand,5.0,1.0
19309401,Female,77.0,Damai/Dholi,Illiterate,Rs. 20-30 thousand,5.0,0.0
19309501,Male,59.0,Damai/Dholi,Class 8,Rs. 30-50 thousand,9.0,1.0
19309601,Female,37.0,Damai/Dholi,Non-formal education,Rs. 20-30 thousand,5.0,1.0
19309701,Male,46.0,Brahman-Hill,Masters or equivalent,Rs. 20-30 thousand,4.0,1.0
19309801,Male,37.0,Brahman-Hill,SLC or equivalent,Rs. 10 thousand,6.0,0.0
19309901,Female,44.0,Brahman-Hill,Class 7,Rs. 30-50 thousand,5.0,1.0
19310001,Male,40.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,8.0,1.0
19310101,Male,36.0,Brahman-Hill,Class 10,Rs. 10 thousand,6.0,0.0
19310201,Male,44.0,Brahman-Hill,Class 9,Rs. 10-20 thousand,4.0,0.0
19310301,Female,63.0,Brahman-Hill,Illiterate,Rs. 10-20 thousand,4.0,0.0
19310401,Male,72.0,Brahman-Hill,Non-formal education,Rs. 50 thousand or more,11.0,1.0
19310501,Male,63.0,Brahman-Hill,Class 3,Rs. 10-20 thousand,9.0,0.0
19310601,Male,58.0,Chhetree,SLC or equivalent,Rs. 30-50 thousand,13.0,1.0
19310701,Female,29.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,5.0,1.0
19310801,Female,32.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,3.0,1.0
19310901,Male,82.0,Brahman-Hill,Illiterate,Rs. 10-20 thousand,5.0,0.0
19311001,Male,35.0,Brahman-Hill,Class 7,Rs. 10-20 thousand,4.0,1.0
19311101,Male,71.0,Brahman-Hill,Intermediate or equivalent,Rs. 10-20 thousand,3.0,1.0
19311201,Male,73.0,Brahman-Hill,SLC or equivalent,Rs. 20-30 thousand,9.0,0.0
19311301,Male,63.0,Brahman-Hill,Class 5,Rs. 30-50 thousand,8.0,1.0
19311401,Female,58.0,Brahman-Hill,Illiterate,Rs. 10 thousand,3.0,0.0
19311501,Male,44.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,2.0,0.0
19311601,Male,45.0,Brahman-Hill,Class 9,Rs. 10-20 thousand,3.0,1.0
19311701,Female,33.0,Chhetree,Class 9,Rs. 10-20 thousand,6.0,1.0
19311801,Male,32.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,7.0,0.0
19311901,Male,61.0,Brahman-Hill,Non-formal education,Rs. 20-30 thousand,7.0,0.0
19312001,Male,59.0,Brahman-Hill,Illiterate,Rs. 10-20 thousand,7.0,1.0
19312101,Male,61.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,4.0,1.0
19312201,Male,48.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,4.0,0.0
19312301,Male,47.0,Brahman-Hill,Class 8,Rs. 10-20 thousand,5.0,0.0
19312401,Male,39.0,Brahman-Hill,Class 9,Rs. 10-20 thousand,8.0,1.0
19312501,Female,38.0,Brahman-Hill,Illiterate,Rs. 10-20 thousand,5.0,0.0
19312601,Female,71.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,1.0,1.0
19312701,Male,33.0,Brahman-Hill,Intermediate or equivalent,Rs. 20-30 thousand,7.0,1.0
19312801,Male,57.0,Brahman-Hill,Class 5,Rs. 20-30 thousand,8.0,0.0
19312901,Male,62.0,Brahman-Hill,Class 5,Rs. 10-20 thousand,4.0,1.0
19313001,Female,44.0,Brahman-Hill,Illiterate,Rs. 10-20 thousand,6.0,0.0
19313101,Female,58.0,Brahman-Hill,Non-formal education,Rs. 20-30 thousand,10.0,1.0
19313201,Female,54.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,5.0,1.0
19313301,Male,29.0,Brahman-Hill,Class 8,Rs. 10-20 thousand,4.0,0.0
19313401,Male,77.0,Chhetree,Non-formal education,Rs. 10-20 thousand,8.0,1.0
19313501,Female,54.0,Chhetree,Illiterate,Rs. 10-20 thousand,10.0,0.0
19313601,Female,28.0,Brahman-Hill,Class 7,Rs. 10-20 thousand,4.0,1.0
19313701,Female,66.0,Chhetree,Non-formal education,Rs. 20-30 thousand,15.0,0.0
19313801,Male,46.0,Kami,Class 1,Rs. 10 thousand,4.0,0.0
19313901,Male,64.0,Kami,Illiterate,Rs. 20-30 thousand,15.0,0.0
19314001,Male,52.0,Kami,Illiterate,Rs. 10-20 thousand,5.0,1.0
19314101,Male,62.0,Kami,Non-formal education,Rs. 10-20 thousand,5.0,0.0
19314201,Female,38.0,Kami,Non-formal education,Rs. 10-20 thousand,5.0,1.0
19314301,Male,33.0,Kami,Class 7,Rs. 10-20 thousand,4.0,1.0
19314401,Female,40.0,Kami,Illiterate,Rs. 10 thousand,2.0,0.0
19314501,Male,56.0,Kami,Illiterate,Rs. 10-20 thousand,8.0,0.0
19314601,Female,66.0,Kami,Non-formal education,Rs. 10-20 thousand,8.0,0.0
19314701,Female,55.0,Gurung,Illiterate,Rs. 10-20 thousand,6.0,0.0
19314801,Female,62.0,Gurung,Illiterate,Rs. 10-20 thousand,6.0,0.0
19314901,Male,35.0,Gurung,Class 10,Rs. 10-20 thousand,6.0,0.0
19315001,Female,23.0,Gurung,Intermediate or equivalent,Rs. 10-20 thousand,4.0,1.0
19315101,Male,69.0,Gurung,Illiterate,Rs. 20-30 thousand,9.0,0.0
19315201,Male,41.0,Gurung,Class 5,Rs. 10 thousand,5.0,0.0
19315301,Male,58.0,Gurung,Class 2,Rs. 10-20 thousand,7.0,0.0
19315401,Male,62.0,Gurung,Class 2,Rs. 10-20 thousand,5.0,0.0
19315501,Male,47.0,Gurung,Class 2,Rs. 10-20 thousand,4.0,0.0
19315601,Male,48.0,Gurung,Class 2,Rs. 10 thousand,7.0,0.0
19315701,Female,36.0,Gurung,Class 6,Rs. 10-20 thousand,5.0,1.0
19315801,Male,32.0,Gurung,Class 4,Rs. 10 thousand,2.0,0.0
19315901,Male,69.0,Gurung,Class 2,Rs. 10-20 thousand,8.0,0.0
19316001,Male,30.0,Gurung,SLC or equivalent,Rs. 10 thousand,4.0,1.0
19316101,Male,57.0,Gurung,Class 4,Rs. 10-20 thousand,5.0,1.0
19316201,Female,59.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,1.0,0.0
19316301,Male,33.0,Gurung,Class 9,Rs. 10-20 thousand,6.0,1.0
19316401,Male,39.0,Kami,Non-formal education,Rs. 10 thousand,3.0,0.0
19316501,Female,70.0,Kami,Illiterate,Rs. 10 thousand,3.0,0.0
19316601,Male,33.0,Kami,Illiterate,Rs. 10 thousand,4.0,0.0
19316701,Male,30.0,Kami,Non-formal education,Rs. 10 thousand,5.0,0.0
19316801,Male,64.0,Kami,Illiterate,Rs. 10 thousand,4.0,0.0
19316901,Male,64.0,Kami,Illiterate,Rs. 10 thousand,8.0,0.0
19317001,Male,23.0,Kami,Illiterate,Rs. 10 thousand,2.0,0.0
19317101,Male,20.0,Kami,Illiterate,Rs. 10 thousand,3.0,0.0
19317201,Male,40.0,Sarki,Non-formal education,Rs. 10 thousand,6.0,0.0
19317301,Male,31.0,Sarki,Class 4,Rs. 10 thousand,4.0,0.0
19317401,Female,56.0,Sarki,Illiterate,Rs. 10 thousand,7.0,0.0
19317501,Male,26.0,Sarki,Illiterate,Rs. 10 thousand,2.0,0.0
19317601,Female,47.0,Kami,Non-formal education,Rs. 10-20 thousand,4.0,0.0
19317701,Female,39.0,Kami,Illiterate,Rs. 10-20 thousand,6.0,1.0
19317801,Male,48.0,Kami,Class 4,Rs. 10-20 thousand,5.0,1.0
19317901,Female,22.0,Kami,Class 6,Rs. 10-20 thousand,3.0,1.0
19318001,Female,43.0,Kami,Illiterate,Rs. 10-20 thousand,4.0,0.0
19318101,Male,47.0,Kami,Class 3,Rs. 10 thousand,6.0,1.0
19318201,Female,30.0,Sunuwar,Non-formal education,Rs. 10 thousand,4.0,0.0
19318301,Male,58.0,Kami,Class 1,Rs. 10 thousand,3.0,1.0
19318401,Female,28.0,Kami,Intermediate or equivalent,Rs. 10-20 thousand,5.0,0.0
19318501,Female,36.0,Kami,Non-formal education,Rs. 10-20 thousand,3.0,0.0
19318601,Female,58.0,Damai/Dholi,Non-formal education,Rs. 10 thousand,2.0,0.0
19318701,Female,28.0,Damai/Dholi,Class 2,Rs. 10-20 thousand,5.0,0.0
19318801,Female,39.0,Damai/Dholi,Non-formal education,Rs. 10 thousand,5.0,0.0
19318901,Female,18.0,Damai/Dholi,Class 10,Rs. 10 thousand,3.0,0.0
19319001,Male,32.0,Kami,Class 5,Rs. 10 thousand,5.0,0.0
19319101,Male,55.0,Sunuwar,Class 3,Rs. 10 thousand,10.0,1.0
19319201,Male,35.0,Kami,Class 8,Rs. 10-20 thousand,5.0,0.0
19319301,Male,43.0,Kami,Non-formal education,Rs. 10 thousand,6.0,1.0
19319401,Female,55.0,Kami,Illiterate,Rs. 10-20 thousand,4.0,0.0
19319501,Male,41.0,Kami,Class 3,Rs. 10-20 thousand,3.0,0.0
19319502,Female,50.0,Kami,Illiterate,Rs. 10 thousand,1.0,0.0
19319601,Male,53.0,Kami,Class 2,Rs. 20-30 thousand,5.0,0.0
19319701,Male,57.0,Kami,Non-formal education,Rs. 20-30 thousand,11.0,0.0
19319801,Male,45.0,Brahman-Hill,Class 4,Rs. 10 thousand,4.0,0.0
19319901,Female,59.0,Brahman-Hill,Illiterate,Rs. 20-30 thousand,4.0,0.0
19320001,Female,33.0,Brahman-Hill,Bachelors or equivalent,Rs. 10-20 thousand,4.0,1.0
19320101,Female,22.0,Brahman-Hill,Class 10,Rs. 20-30 thousand,2.0,0.0
19320201,Female,45.0,Brahman-Hill,Non-formal education,Rs. 20-30 thousand,6.0,0.0
19320301,Female,68.0,Brahman-Hill,Non-formal education,Rs. 10 thousand,3.0,1.0
19320401,Male,27.0,Kami,SLC or equivalent,Rs. 10 thousand,3.0,1.0
19320501,Female,60.0,Kami,Illiterate,Rs. 10 thousand,4.0,0.0
19320601,Male,48.0,Brahman-Hill,SLC or equivalent,Rs. 20-30 thousand,8.0,0.0
19320701,Female,42.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,4.0,1.0
19320801,Male,57.0,Brahman-Hill,Class 5,Rs. 20-30 thousand,6.0,1.0
19320901,Female,30.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,4.0,0.0
19321001,Male,59.0,Brahman-Hill,Illiterate,Rs. 30-50 thousand,10.0,0.0
19321101,Male,52.0,Brahman-Hill,Illiterate,Rs. 10 thousand,5.0,0.0
19321201,Male,37.0,Brahman-Hill,Intermediate or equivalent,Rs. 10-20 thousand,6.0,1.0
19321301,Male,23.0,Brahman-Hill,Class 8,Rs. 10-20 thousand,5.0,0.0
19321401,Male,67.0,Brahman-Hill,Class 4,Rs. 10 thousand,4.0,0.0
19321501,Female,32.0,Brahman-Hill,Class 10,Rs. 10-20 thousand,5.0,0.0
19321601,Female,31.0,Brahman-Hill,Class 4,Rs. 10-20 thousand,3.0,0.0
19321701,Male,26.0,Brahman-Hill,Class 7,Rs. 10-20 thousand,5.0,1.0
19321801,Male,32.0,Brahman-Hill,Bachelors or equivalent,Rs. 10-20 thousand,6.0,1.0
19321901,Male,28.0,Brahman-Hill,Class 7,Rs. 10-20 thousand,6.0,0.0
19321902,Female,36.0,Brahman-Hill,Class 5,Rs. 10-20 thousand,4.0,0.0
19322001,Male,67.0,Brahman-Hill,Class 2,Rs. 10-20 thousand,6.0,0.0
19322101,Male,26.0,Brahman-Hill,Bachelors or equivalent,Rs. 20-30 thousand,4.0,1.0
19322201,Male,62.0,Brahman-Hill,Class 5,Rs. 20-30 thousand,7.0,1.0
19322301,Male,64.0,Brahman-Hill,Illiterate,Rs. 10 thousand,6.0,0.0
19322302,Male,36.0,Brahman-Hill,Masters or equivalent,Rs. 10-20 thousand,5.0,1.0
19322401,Male,49.0,Brahman-Hill,SLC or equivalent,Rs. 10 thousand,5.0,0.0
19322501,Male,50.0,Brahman-Hill,Class 10,Rs. 10-20 thousand,3.0,0.0
19322601,Male,38.0,Brahman-Hill,Bachelors or equivalent,Rs. 10-20 thousand,5.0,0.0
19322701,Male,54.0,Brahman-Hill,SLC or equivalent,Rs. 10-20 thousand,4.0,1.0
19322801,Female,27.0,Brahman-Hill,SLC or equivalent,Rs. 20-30 thousand,4.0,1.0
19322901,Male,34.0,Brahman-Hill,Class 5,Rs. 10-20 thousand,6.0,1.0
19323001,Female,23.0,Brahman-Hill,Intermediate or equivalent,Rs. 10-20 thousand,3.0,1.0
19323101,Male,62.0,Chhetree,Illiterate,Rs. 30-50 thousand,8.0,1.0
19323201,Male,43.0,Brahman-Hill,Class 10,Rs. 10-20 thousand,5.0,0.0
19323301,Male,57.0,Chhetree,Illiterate,Rs. 10 thousand,3.0,0.0
19323401,Male,40.0,Chhetree,Non-formal education,Rs. 10 thousand,4.0,0.0
19323501,Male,48.0,Chhetree,Illiterate,Rs. 10 thousand,4.0,0.0
19323601,Female,47.0,Brahman-Hill,Illiterate,Rs. 10 thousand,5.0,1.0
19323701,Female,47.0,Brahman-Hill,Class 5,Rs. 20-30 thousand,3.0,1.0
19323801,Female,58.0,Brahman-Hill,Non-formal education,Rs. 20-30 thousand,5.0,1.0
19323901,Male,47.0,Brahman-Hill,Masters or equivalent,Rs. 20-30 thousand,7.0,1.0
19324001,Male,46.0,Brahman-Hill,Class 9,Rs. 10 thousand,6.0,0.0
19324101,Male,58.0,Brahman-Hill,Non-formal education,Rs. 10-20 thousand,5.0,1.0
19324201,Male,70.0,Brahman-Hill,Non-formal education,Rs. 30-50 thousand,14.0,0.0
19324301,Female,24.0,Brahman-Hill,Class 10,Rs. 20-30 thousand,8.0,0.0
19324401,Female,32.0,Brahman-Hill,Class 6,Rs. 10 thousand,4.0,0.0
19324501,Male,42.0,Tamang,Illiterate,Rs. 10-20 thousand,5.0,0.0
19324601,Male,44.0,Tamang,Illiterate,Rs. 10-20 thousand,8.0,1.0
19324701,Female,35.0,Gharti/Bhujel,Class 6,Rs. 20-30 thousand,4.0,0.0
19324801,Female,30.0,Gharti/Bhujel,Class 6,Rs. 10-20 thousand,2.0,0.0
19324901,Female,54.0,Gharti/Bhujel,Illiterate,Rs. 10-20 thousand,3.0,1.0
19325001,Male,53.0,Chhetree,Class 2,Rs. 20-30 thousand,5.0,1.0
19325101,Male,75.0,Chhetree,Class 6,Rs. 10-20 thousand,7.0,1.0
19325201,Female,45.0,Chhetree,Class 4,Rs. 10 thousand,1.0,0.0
19325301,Male,54.0,Chhetree,Class 3,Rs. 20-30 thousand,5.0,1.0
